JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
524,479,3,2024-12-13,Checkout,ADDTOCART,35.3
525,302,15,2024-07-20,homepage,Drop-off,
526,299,35,2023-05-30,ProductPage,Click,582.5
527,179,27,2024-03-31,ProductPage,Drop-off,
528,73,1,2024-11-13,Purchase,Purchase,584.9
529,422,20,2024-08-22,checkout,Purchase,476.8
530,274,26,2023-03-04,Homepage,View,554.3
531,219,47,2023-02-28,HOMEPAGE,CLICK,179.6
532,369,13,2023-05-27,homepage,Click,265.1
533,196,39,2024-07-23,CHECKOUT,ADDTOCART,97.6
534,234,49,2023-08-18,productpage,Drop-off,
535,430,44,2024-01-25,Checkout,drop-off,
536,167,11,2023-07-11,Homepage,Click,197.6
537,471,19,2023-11-07,Checkout,AddToCart,295.5
538,235,49,2023-02-06,Purchase,PURCHASE,148.8
539,37,16,2024-04-17,ProductPage,Click,566.4
540,418,10,2023-09-18,Purchase,Purchase,48.0
541,377,1,2024-12-09,ProductPage,View,527.6
542,114,29,2024-04-18,Purchase,Purchase,412.4
543,490,50,2024-07-04,Homepage,Click,135.8
544,105,9,2023-12-09,ProductPage,click,453.8
545,305,42,2024-02-17,Homepage,View,592.8
546,69,27,2024-09-18,Checkout,purchase,496.1
547,228,1,2023-05-02,Checkout,Drop-off,
548,223,22,2023-01-31,productpage,Click,96.5
549,248,47,2024-06-20,Checkout,DROP-OFF,
550,460,46,2023-07-26,Purchase,Purchase,392.7
551,277,12,2024-08-28,Purchase,Purchase,342.8
552,213,36,2023-06-28,checkout,Drop-off,
553,80,20,2024-01-17,PRODUCTPAGE,Click,149.5
554,17,9,2023-12-24,checkout,Purchase,464.6
555,463,12,2023-08-25,Checkout,Drop-off,
556,265,18,2024-06-26,ProductPage,Click,98.1
557,225,34,2024-11-05,Homepage,View,586.8
558,338,50,2024-08-01,Homepage,View,106.8
559,394,30,2023-01-04,Checkout,DROP-OFF,
560,465,9,2024-05-05,Purchase,purchase,102.8
561,125,11,2024-09-30,PURCHASE,Purchase,467.2
562,374,1,2024-08-31,Homepage,click,73.2
563,466,50,2023-05-29,ProductPage,CLICK,79.8
564,50,49,2024-11-05,ProductPage,View,481.9
565,235,34,2023-08-06,Homepage,view,218.7
566,11,13,2024-02-20,Checkout,PURCHASE,526.1
567,115,2,2023-01-24,PRODUCTPAGE,Drop-off,
568,167,46,2024-04-15,ProductPage,Click,163.1
569,384,47,2024-04-07,CHECKOUT,DROP-OFF,
570,490,34,2023-09-26,Checkout,purchase,58.6
571,349,11,2024-12-21,HOMEPAGE,View,226.3
572,444,42,2024-05-23,Homepage,View,53.2
573,92,25,2024-09-11,Checkout,AddToCart,55.1
574,391,24,2024-09-13,Homepage,Drop-off,
575,432,9,2023-03-30,Checkout,Drop-off,
576,202,29,2024-09-01,Homepage,View,88.0
577,347,7,2023-02-05,homepage,View,502.8
578,403,6,2023-12-31,Homepage,View,567.5
579,232,33,2024-05-15,productpage,Drop-off,
580,473,37,2023-04-16,Checkout,Purchase,550.4
581,472,14,2024-11-02,PURCHASE,purchase,286.2
582,341,6,2024-11-14,Homepage,VIEW,434.0
583,472,41,2023-11-02,PURCHASE,Purchase,205.2
584,493,41,2023-11-06,Purchase,Purchase,70.0
585,124,14,2023-07-14,ProductPage,AddToCart,473.8
586,354,3,2023-09-21,Checkout,AddToCart,422.4
587,258,19,2023-05-23,HOMEPAGE,click,92.6
588,152,27,2023-04-07,ProductPage,Click,180.3
589,184,46,2023-06-25,PRODUCTPAGE,Click,331.4
590,394,33,2023-02-04,Purchase,Purchase,480.8
591,335,27,2024-02-17,HOMEPAGE,View,546.4
592,241,3,2023-11-27,checkout,Drop-off,
593,438,19,2024-05-30,Homepage,VIEW,445.8
594,31,19,2023-07-25,Checkout,AddToCart,239.3
595,138,39,2024-11-04,Homepage,View,277.3
596,417,45,2024-08-28,purchase,Purchase,474.5
597,402,10,2024-01-07,purchase,purchase,22.4
598,481,31,2024-11-05,Homepage,Click,94.5
599,308,35,2023-01-06,ProductPage,Click,367.6
600,10,22,2024-08-21,HOMEPAGE,View,433.2
601,417,4,2023-03-20,Homepage,View,216.3
602,71,33,2023-11-24,Checkout,Purchase,311.0
603,94,2,2024-08-12,HOMEPAGE,View,373.9
604,375,32,2024-11-29,HOMEPAGE,Click,131.7
605,251,39,2023-04-21,Purchase,Purchase,92.4
606,4,21,2024-06-05,Purchase,Purchase,458.7
607,201,11,2023-03-01,PURCHASE,purchase,460.2
608,450,49,2024-07-27,Checkout,drop-off,
609,333,16,2024-03-22,productpage,View,258.9
610,398,15,2023-11-22,PURCHASE,purchase,277.1
611,410,40,2024-02-06,Checkout,PURCHASE,37.7
612,92,47,2024-02-11,purchase,Purchase,122.3
613,69,49,2023-03-28,Checkout,Purchase,284.5
614,177,29,2023-08-26,ProductPage,CLICK,513.5
615,437,9,2023-06-18,Purchase,Purchase,98.7
616,26,37,2023-07-31,checkout,Drop-off,
617,66,8,2024-11-18,PRODUCTPAGE,Click,453.9
618,321,38,2024-01-18,Homepage,CLICK,266.6
619,289,34,2024-06-21,Homepage,Drop-off,
620,103,1,2024-12-02,Purchase,Purchase,568.5
621,375,27,2023-08-12,ProductPage,CLICK,19.4
622,36,15,2024-01-23,Purchase,Purchase,318.4
623,376,13,2024-03-18,Homepage,VIEW,156.7
624,390,49,2023-09-13,checkout,Drop-off,
625,247,34,2024-05-05,Homepage,View,99.6
626,76,24,2024-04-04,ProductPage,Click,559.3
627,450,48,2023-08-16,Checkout,Drop-off,
628,366,35,2023-07-09,purchase,Purchase,338.1
629,393,41,2023-11-10,Homepage,Click,335.9
630,104,49,2024-09-14,Checkout,Purchase,80.3
631,308,38,2024-01-19,Homepage,Click,106.8
632,401,39,2023-08-25,Homepage,CLICK,554.5
633,350,13,2024-05-25,ProductPage,View,145.2
634,159,40,2023-08-21,Purchase,Purchase,142.8
635,497,49,2024-10-02,Homepage,view,477.0
636,189,13,2023-02-12,Homepage,Click,592.7
637,382,49,2024-03-30,Homepage,CLICK,458.0
638,490,20,2024-10-08,ProductPage,Click,370.9
639,288,26,2024-05-04,PRODUCTPAGE,View,165.6
640,255,26,2023-07-22,Homepage,Click,104.4
641,199,42,2023-04-11,ProductPage,drop-off,
642,428,24,2024-08-10,Checkout,purchase,430.9
643,370,48,2023-11-18,Checkout,AddToCart,553.1
644,86,41,2023-12-12,Purchase,Purchase,510.9
645,419,23,2024-05-13,PURCHASE,Purchase,530.4
646,187,27,2024-09-12,Purchase,Purchase,209.7
647,429,9,2024-04-11,productpage,View,389.6
648,500,31,2024-11-16,ProductPage,View,87.1
649,196,26,2023-06-14,Homepage,view,337.3
650,340,45,2023-08-17,Homepage,CLICK,298.2
651,265,5,2024-08-23,homepage,drop-off,
652,96,35,2023-12-12,Purchase,PURCHASE,239.6
653,460,4,2024-05-13,PURCHASE,Purchase,186.1
654,206,9,2024-10-03,Checkout,PURCHASE,281.7
655,108,47,2024-08-07,Homepage,View,469.7
656,333,36,2024-01-30,Homepage,View,530.6
657,419,23,2024-05-13,PURCHASE,Purchase,530.4
658,485,44,2023-12-10,Homepage,VIEW,258.1
659,462,40,2024-09-06,Homepage,drop-off,
660,496,2,2024-11-20,ProductPage,Click,96.1
661,340,32,2024-09-20,Homepage,Click,294.6
662,162,36,2024-07-02,Homepage,view,533.9
663,204,31,2023-05-09,PRODUCTPAGE,CLICK,386.2
664,128,13,2023-06-18,Checkout,Purchase,293.2
665,423,8,2024-02-05,Homepage,Click,235.6
666,331,45,2023-07-22,ProductPage,Click,138.1
667,308,1,2024-04-22,Checkout,Drop-off,
668,97,27,2024-01-22,Purchase,Purchase,232.8
669,73,20,2023-08-09,ProductPage,AddToCart,85.8
670,218,49,2024-07-28,PRODUCTPAGE,addtocart,181.3
671,54,48,2023-02-23,ProductPage,View,51.8
672,80,13,2023-01-05,homepage,Drop-off,
673,63,24,2023-03-20,homepage,Click,107.3
674,20,35,2023-07-25,Checkout,AddToCart,491.2
675,262,13,2023-02-28,ProductPage,DROP-OFF,
676,443,24,2024-07-26,HOMEPAGE,View,240.8
677,209,8,2023-11-18,Homepage,Click,223.1
678,256,47,2024-02-02,Checkout,purchase,553.3
679,166,42,2023-10-12,PRODUCTPAGE,AddToCart,239.3
680,387,26,2023-11-07,ProductPage,click,23.9
681,216,32,2023-11-18,Checkout,PURCHASE,528.3
682,310,46,2024-07-13,productpage,View,133.3
683,347,33,2023-05-20,Purchase,Purchase,409.3
684,259,10,2023-03-17,ProductPage,Click,64.4
685,435,46,2024-08-10,Purchase,Purchase,182.0
686,215,20,2023-11-13,Purchase,Purchase,540.1
687,272,21,2023-09-26,HOMEPAGE,view,503.9
688,43,36,2024-11-03,ProductPage,AddToCart,174.7
689,372,27,2023-03-13,ProductPage,VIEW,332.7
690,275,10,2024-03-03,ProductPage,view,219.9
691,398,47,2023-07-18,CHECKOUT,Purchase,577.9
692,485,22,2024-02-07,Checkout,AddToCart,489.7
693,314,23,2024-11-01,ProductPage,VIEW,200.6
694,51,33,2024-05-22,Purchase,PURCHASE,398.3
695,473,26,2024-04-19,Purchase,Purchase,452.8
696,425,20,2023-08-10,Checkout,AddToCart,129.2
697,120,45,2023-08-26,Homepage,Click,259.5
698,217,23,2023-07-20,ProductPage,AddToCart,121.7
699,73,44,2023-08-16,homepage,View,470.2
700,91,9,2023-03-26,purchase,Purchase,271.6
701,276,38,2023-12-22,Homepage,VIEW,31.9
702,156,31,2024-06-21,CHECKOUT,addtocart,62.2
703,142,38,2024-04-06,CHECKOUT,PURCHASE,165.6
704,133,24,2024-02-06,ProductPage,addtocart,530.6
705,11,7,2023-05-13,Checkout,AddToCart,105.5
706,195,19,2024-08-21,Homepage,view,108.3
707,364,42,2023-05-09,Homepage,Click,42.9
708,127,3,2023-10-06,Homepage,Drop-off,
709,199,45,2023-10-25,purchase,Purchase,404.0
710,323,26,2023-12-01,homepage,View,205.9
711,107,24,2024-01-08,CHECKOUT,Drop-off,
712,368,26,2024-08-17,ProductPage,Click,148.7
713,138,32,2023-07-30,ProductPage,AddToCart,361.8
714,404,17,2024-12-02,Homepage,Click,24.9
715,275,14,2023-10-22,CHECKOUT,AddToCart,143.3
716,372,11,2023-06-04,Checkout,ADDTOCART,558.1
717,370,49,2023-06-20,Purchase,Purchase,454.4
718,346,14,2024-02-05,Purchase,purchase,261.2
719,118,3,2023-08-16,Purchase,Purchase,38.2
720,76,8,2023-12-24,Homepage,view,452.5
721,369,44,2023-10-05,Checkout,Drop-off,
722,126,14,2023-01-28,Purchase,Purchase,134.5
723,54,14,2024-06-26,PRODUCTPAGE,CLICK,94.0
724,397,47,2024-02-28,ProductPage,Drop-off,
725,211,35,2024-08-13,Checkout,AddToCart,227.5
726,337,30,2024-11-06,Homepage,VIEW,556.7
727,181,33,2023-02-21,ProductPage,View,248.0
728,354,34,2023-12-02,homepage,Drop-off,
729,224,40,2023-09-18,homepage,Click,179.9
730,85,44,2024-05-20,Homepage,VIEW,373.9
731,421,46,2023-03-28,Purchase,Purchase,209.9
732,263,6,2023-05-24,ProductPage,AddToCart,513.3
733,288,48,2023-08-23,CHECKOUT,Drop-off,
734,464,5,2024-03-11,Checkout,Drop-off,
735,17,8,2023-07-29,CHECKOUT,Drop-off,
736,301,40,2023-12-26,PURCHASE,Purchase,578.0
737,113,50,2024-01-30,ProductPage,click,401.7
738,400,12,2024-12-09,ProductPage,AddToCart,364.3
739,344,26,2024-03-08,Homepage,View,366.1
740,493,12,2024-12-24,Homepage,drop-off,
741,264,22,2024-03-13,checkout,Drop-off,
742,176,12,2024-11-16,Purchase,purchase,487.8
743,252,7,2023-03-28,Purchase,Purchase,217.1
744,288,18,2024-09-14,Homepage,Click,266.8
745,120,36,2023-03-09,Purchase,Purchase,138.3
746,405,47,2024-01-04,Purchase,purchase,496.1
747,163,49,2023-04-14,ProductPage,Drop-off,
748,371,46,2024-12-31,PRODUCTPAGE,Click,70.3
749,399,18,2024-04-21,Homepage,Click,382.1
750,379,3,2024-02-23,checkout,Purchase,449.5
751,477,37,2024-08-20,Purchase,PURCHASE,232.4
752,211,44,2023-10-18,Checkout,AddToCart,186.1
753,385,26,2024-06-30,Homepage,Click,524.9
754,266,7,2023-04-14,ProductPage,Click,156.8
755,71,24,2023-10-25,Checkout,PURCHASE,184.5
756,161,25,2024-04-25,Homepage,Click,38.8
757,443,37,2024-10-28,ProductPage,view,184.0
758,94,35,2023-12-02,ProductPage,Drop-off,
759,151,42,2024-12-23,Purchase,PURCHASE,478.6
760,83,3,2023-06-04,PURCHASE,PURCHASE,248.5
761,118,7,2024-04-05,Purchase,PURCHASE,298.5
762,220,47,2023-10-02,homepage,View,204.7
763,483,28,2023-12-19,Homepage,Click,510.1
764,150,48,2024-10-01,Homepage,View,512.4
765,244,11,2024-09-10,Checkout,Drop-off,
766,346,30,2024-12-20,PURCHASE,Purchase,116.4
767,217,39,2023-08-27,PURCHASE,purchase,220.0
768,253,24,2024-08-29,Checkout,drop-off,
769,217,44,2024-08-07,CHECKOUT,purchase,170.8
770,246,14,2024-08-27,ProductPage,AddToCart,85.5
771,264,45,2023-07-23,Homepage,Click,264.9
772,294,32,2023-01-05,Checkout,drop-off,
773,468,33,2023-02-13,Homepage,View,455.0
774,450,41,2024-11-26,PURCHASE,PURCHASE,113.2
775,114,48,2023-08-08,ProductPage,Click,356.6
776,133,25,2023-06-06,Checkout,Purchase,323.3
777,275,34,2024-05-15,Homepage,click,476.1
778,42,26,2023-12-24,Homepage,View,227.6
779,340,7,2024-11-15,Checkout,drop-off,
780,82,21,2023-11-24,purchase,Purchase,425.4
781,128,18,2024-02-12,Checkout,Drop-off,
782,256,7,2024-12-30,ProductPage,View,382.2
783,324,22,2024-08-25,PURCHASE,purchase,197.2
784,13,10,2024-05-10,ProductPage,AddToCart,283.2
785,64,11,2023-10-14,ProductPage,AddToCart,158.2
786,4,42,2024-11-30,Checkout,Purchase,301.4
787,157,50,2024-11-09,ProductPage,Click,380.8
788,287,37,2023-12-10,Purchase,Purchase,397.9
789,385,11,2023-10-21,Checkout,addtocart,130.4
790,321,16,2024-06-13,checkout,purchase,253.6
791,394,10,2024-04-14,CHECKOUT,AddToCart,309.4
792,124,30,2024-08-20,Checkout,Drop-off,
793,346,8,2024-02-05,Purchase,Purchase,270.7
794,203,14,2024-11-08,Purchase,Purchase,189.8
795,226,10,2024-11-24,Purchase,Purchase,524.6
796,335,6,2024-10-24,Purchase,Purchase,284.8
797,448,40,2024-09-07,ProductPage,Drop-off,
798,141,2,2024-08-03,Purchase,Purchase,455.8
799,431,17,2024-02-02,CHECKOUT,Purchase,311.2
800,132,35,2024-08-11,CHECKOUT,Drop-off,
801,380,16,2023-01-09,Purchase,Purchase,274.2
802,107,45,2023-02-18,Homepage,View,86.1
803,116,25,2023-05-21,Purchase,Purchase,416.0
804,116,12,2024-03-10,homepage,Click,306.0
805,364,11,2024-08-23,CHECKOUT,Drop-off,
806,75,38,2023-04-07,Homepage,Click,175.7
807,313,30,2023-07-02,Purchase,Purchase,124.6
808,418,16,2024-01-13,Purchase,Purchase,290.4
809,258,33,2024-11-07,checkout,drop-off,
810,180,41,2023-06-22,CHECKOUT,Drop-off,
811,245,11,2023-01-02,Homepage,View,85.2
812,79,17,2023-11-04,Purchase,Purchase,179.7
813,130,50,2024-07-10,productpage,View,276.3
814,433,18,2024-07-26,checkout,Drop-off,
815,404,15,2023-12-01,ProductPage,DROP-OFF,
816,226,15,2024-11-26,homepage,Click,41.8
817,23,5,2024-02-11,ProductPage,Click,246.8
818,484,22,2024-08-13,Homepage,drop-off,
819,91,16,2024-08-29,Checkout,DROP-OFF,
820,367,1,2024-05-31,HOMEPAGE,Click,190.9
821,382,45,2024-05-04,purchase,Purchase,166.6
822,140,2,2024-08-06,Homepage,CLICK,358.7
823,172,21,2023-01-09,ProductPage,View,301.0
824,458,25,2023-04-14,productpage,View,561.4
825,494,3,2023-04-29,ProductPage,click,591.2
826,479,24,2024-10-26,checkout,PURCHASE,518.6
827,413,29,2023-07-17,Homepage,Click,540.2
828,101,10,2023-06-03,purchase,Purchase,304.8
829,73,8,2023-03-23,Checkout,DROP-OFF,
830,61,33,2023-05-06,homepage,view,253.4
831,474,47,2023-04-02,homepage,Click,94.2
832,170,21,2023-03-28,Checkout,Drop-off,
833,76,2,2023-11-18,ProductPage,AddToCart,291.7
834,286,5,2023-12-28,ProductPage,Click,498.1
835,469,9,2023-07-24,ProductPage,Drop-off,
836,43,19,2024-04-24,Purchase,purchase,187.2
837,498,8,2023-10-16,PURCHASE,PURCHASE,345.3
838,202,45,2024-08-24,ProductPage,Drop-off,
839,45,12,2023-11-22,homepage,Click,231.0
840,362,37,2024-09-30,purchase,Purchase,231.8
841,328,10,2024-03-07,Purchase,Purchase,481.9
842,253,41,2024-08-23,HOMEPAGE,View,424.2
843,192,12,2024-12-21,ProductPage,VIEW,275.9
844,208,27,2024-02-09,Checkout,PURCHASE,52.0
845,173,44,2023-10-31,Homepage,Click,20.3
846,5,23,2023-10-17,Purchase,Purchase,240.5
847,46,29,2023-11-12,Checkout,Purchase,318.8
848,220,18,2023-01-09,Homepage,View,79.8
849,380,33,2024-08-18,Checkout,Drop-off,
850,356,36,2023-06-02,checkout,Drop-off,
851,24,21,2023-07-03,Checkout,Purchase,428.8
852,179,12,2024-04-17,Homepage,CLICK,444.4
853,98,40,2023-08-01,PURCHASE,Purchase,136.1
854,123,36,2023-03-23,Homepage,Drop-off,
855,213,42,2023-10-23,homepage,View,131.4
856,279,11,2024-03-09,Homepage,VIEW,543.7
857,451,2,2023-12-20,PRODUCTPAGE,Click,535.4
858,183,16,2024-03-23,Purchase,Purchase,543.9
859,101,47,2024-07-13,PRODUCTPAGE,View,329.5
860,39,16,2023-06-14,CHECKOUT,Drop-off,
861,294,10,2024-03-03,Homepage,View,200.4
862,62,36,2023-06-08,Checkout,AddToCart,343.4
863,84,7,2024-12-22,Homepage,Click,543.7
864,238,10,2023-04-11,Checkout,Purchase,186.5
865,235,49,2024-03-22,ProductPage,Drop-off,
866,80,12,2023-10-15,ProductPage,View,449.6
867,451,22,2024-12-08,ProductPage,View,229.7
868,28,41,2024-08-20,Homepage,Click,411.6
869,109,10,2023-12-07,CHECKOUT,DROP-OFF,
870,26,12,2023-06-01,Homepage,CLICK,403.5
871,480,40,2023-12-04,ProductPage,Click,20.1
872,493,5,2024-03-17,ProductPage,Drop-off,
873,457,12,2023-09-19,Checkout,Drop-off,
874,298,41,2024-02-09,productpage,Click,97.5
875,329,2,2023-05-25,ProductPage,VIEW,210.5
876,289,17,2023-03-04,Purchase,Purchase,397.2
877,67,45,2023-11-28,checkout,Drop-off,
878,105,30,2024-02-27,HOMEPAGE,View,433.9
879,427,2,2023-11-09,Purchase,Purchase,205.1
880,379,38,2024-08-02,PRODUCTPAGE,View,536.8
881,358,15,2024-05-05,homepage,VIEW,573.1
882,174,12,2024-04-04,checkout,drop-off,
883,19,13,2023-01-26,ProductPage,Click,191.6
884,319,3,2024-10-28,Purchase,Purchase,530.3
885,179,45,2024-08-08,Checkout,DROP-OFF,
886,461,7,2024-06-07,homepage,View,369.3
887,4,46,2024-03-11,checkout,PURCHASE,495.8
888,186,15,2024-03-27,Homepage,Drop-off,
889,239,44,2023-06-03,Checkout,Drop-off,
890,273,40,2023-09-16,Purchase,Purchase,407.1
891,84,38,2023-03-01,PRODUCTPAGE,Click,106.4
892,145,3,2023-06-15,Homepage,View,92.4
893,345,9,2024-01-22,ProductPage,View,469.3
894,27,47,2024-06-03,Checkout,addtocart,385.3
895,198,5,2024-03-03,Checkout,drop-off,
896,265,3,2024-02-15,HOMEPAGE,drop-off,
897,492,13,2023-01-04,Checkout,AddToCart,486.4
898,190,21,2023-06-01,PURCHASE,Purchase,140.4
899,157,13,2023-12-10,Purchase,Purchase,405.1
900,460,23,2024-02-22,HOMEPAGE,Drop-off,
901,53,22,2024-07-02,checkout,Drop-off,
902,133,7,2024-07-12,Homepage,view,347.2
903,476,25,2024-03-10,Purchase,Purchase,287.3
904,166,39,2023-02-22,Checkout,Purchase,472.6
905,4,5,2024-05-18,Homepage,DROP-OFF,
906,229,36,2024-05-18,CHECKOUT,Drop-off,
907,103,6,2023-02-22,Purchase,Purchase,383.7
908,284,32,2024-09-13,Purchase,Purchase,345.7
909,185,25,2023-01-21,Purchase,Purchase,260.2
910,360,11,2023-02-20,Purchase,Purchase,98.1
911,83,5,2023-10-14,Checkout,purchase,281.8
912,186,21,2023-09-15,HOMEPAGE,Click,227.3
913,162,44,2023-11-05,Checkout,Drop-off,
914,44,21,2023-04-05,Homepage,View,110.8
915,472,18,2023-02-28,Checkout,PURCHASE,450.2
916,137,19,2024-05-21,Purchase,PURCHASE,364.0
917,141,4,2024-04-15,ProductPage,view,287.3
918,140,6,2023-02-09,checkout,Purchase,535.0
919,338,38,2023-02-04,Checkout,DROP-OFF,
920,288,6,2024-03-24,ProductPage,Click,338.4
921,421,50,2023-07-06,Checkout,ADDTOCART,362.0
922,120,3,2024-01-19,productpage,DROP-OFF,
923,66,49,2023-01-14,ProductPage,Click,523.2
924,333,22,2024-08-30,PURCHASE,Purchase,248.4
925,365,19,2023-05-10,Checkout,PURCHASE,59.0
926,153,25,2023-04-12,CHECKOUT,AddToCart,565.5
927,293,49,2023-01-24,Purchase,Purchase,98.0
928,69,19,2024-01-11,Checkout,Drop-off,
929,31,18,2024-09-16,Purchase,PURCHASE,237.0
930,471,27,2024-04-14,Checkout,drop-off,
931,89,10,2024-08-13,PRODUCTPAGE,ADDTOCART,442.4
932,174,43,2023-06-16,purchase,Purchase,310.2
933,328,6,2024-01-07,Checkout,drop-off,
934,118,22,2023-03-23,Homepage,DROP-OFF,
935,117,45,2024-09-22,ProductPage,Drop-off,
936,245,27,2023-05-11,Checkout,Drop-off,
937,449,11,2023-05-21,PRODUCTPAGE,drop-off,
938,215,15,2024-08-06,ProductPage,DROP-OFF,
939,270,39,2024-08-25,ProductPage,View,12.1
940,147,29,2023-01-30,Purchase,Purchase,312.0
941,15,33,2023-09-21,homepage,Click,104.3
942,88,6,2023-09-30,Checkout,Drop-off,
943,172,29,2024-05-17,Checkout,Drop-off,
944,370,47,2024-07-07,Checkout,Drop-off,
945,104,37,2023-09-07,PURCHASE,Purchase,283.0
946,394,28,2024-08-02,Homepage,Click,98.8
947,485,17,2024-12-25,Homepage,view,240.3
948,220,22,2023-03-01,Checkout,ADDTOCART,256.7
949,287,4,2024-11-18,Purchase,Purchase,140.2
950,61,49,2023-10-10,Purchase,purchase,101.7
951,247,44,2023-06-07,Homepage,Drop-off,
952,101,17,2024-04-26,ProductPage,Click,87.8
953,483,23,2024-03-30,Homepage,Drop-off,
954,416,5,2024-07-07,PRODUCTPAGE,view,294.4
955,242,19,2024-06-29,Purchase,Purchase,573.8
956,443,11,2024-02-15,Purchase,Purchase,541.3
957,361,28,2024-09-02,Checkout,Purchase,206.9
958,23,9,2024-05-26,CHECKOUT,Drop-off,
959,40,24,2024-09-09,Checkout,AddToCart,48.5
960,422,41,2023-06-01,checkout,purchase,61.3
961,422,27,2024-03-22,Checkout,Purchase,358.4
962,114,49,2024-08-13,productpage,View,329.1
963,359,26,2024-04-01,ProductPage,Drop-off,
964,283,38,2023-07-12,Homepage,DROP-OFF,
965,186,42,2023-11-08,Checkout,Drop-off,
966,144,45,2024-05-19,Homepage,CLICK,192.4
967,43,19,2024-05-28,HOMEPAGE,Click,52.1
968,481,14,2023-05-09,Homepage,view,130.6
969,324,22,2023-04-01,Homepage,view,318.6
970,326,3,2024-06-30,PURCHASE,Purchase,415.5
971,341,24,2024-03-07,Homepage,View,344.9
972,182,12,2024-09-04,CHECKOUT,Drop-off,
973,359,47,2024-05-29,PRODUCTPAGE,View,97.7
974,83,41,2024-09-12,Homepage,View,281.9
975,437,25,2024-03-18,homepage,Drop-off,
976,24,28,2024-03-19,Purchase,Purchase,17.7
977,165,36,2024-05-10,Purchase,PURCHASE,464.7
978,166,1,2024-06-28,Checkout,Drop-off,
979,59,5,2024-04-30,homepage,Click,361.6
980,457,30,2024-04-24,Homepage,CLICK,461.5
981,165,4,2023-01-29,Homepage,view,354.5
982,213,35,2024-03-26,productpage,Drop-off,
983,272,7,2024-09-25,CHECKOUT,Drop-off,
984,226,33,2024-01-18,PURCHASE,Purchase,46.4
985,157,21,2024-05-07,ProductPage,drop-off,
986,229,12,2023-03-15,Homepage,Drop-off,
987,181,30,2023-09-23,Purchase,Purchase,482.5
988,325,14,2024-02-27,Checkout,Drop-off,
989,374,16,2024-08-13,checkout,purchase,598.7
990,378,42,2024-01-05,purchase,purchase,107.8
991,228,48,2024-03-01,Purchase,purchase,582.5
992,121,48,2023-04-14,ProductPage,DROP-OFF,
993,250,25,2024-12-05,ProductPage,Click,212.0
994,139,32,2024-11-08,checkout,drop-off,
995,50,40,2024-07-04,ProductPage,View,105.5
996,311,42,2024-06-30,homepage,Click,488.9
997,63,17,2023-05-05,ProductPage,AddToCart,24.5
998,117,5,2023-05-23,Purchase,purchase,415.1
999,325,17,2024-11-23,Checkout,Purchase,359.3
1000,384,36,2024-03-04,Purchase,Purchase,597.5
1001,388,46,2023-05-14,checkout,Drop-off,
1002,430,22,2023-08-13,purchase,Purchase,529.9
1003,56,11,2023-12-25,homepage,View,365.0
1004,328,47,2023-12-10,Purchase,Purchase,419.0
1005,394,21,2024-06-29,Purchase,Purchase,494.7
1006,210,30,2024-03-27,Homepage,CLICK,472.2
1007,485,34,2023-06-20,Checkout,AddToCart,516.8
1008,484,17,2024-11-23,PURCHASE,Purchase,130.2
1009,33,3,2023-08-14,Checkout,addtocart,314.2
1010,440,16,2023-08-22,Purchase,PURCHASE,166.8
1011,129,32,2023-04-03,productpage,Click,501.1
1012,43,45,2024-03-14,CHECKOUT,AddToCart,33.2
1013,152,3,2024-09-13,Purchase,Purchase,179.7
1014,83,10,2024-11-29,Purchase,Purchase,572.2
1015,160,5,2023-01-03,ProductPage,addtocart,48.4
1016,399,32,2023-09-17,Homepage,Click,275.0
1017,182,26,2023-04-20,productpage,AddToCart,468.1
1018,59,28,2024-08-09,ProductPage,DROP-OFF,
1019,133,24,2024-02-06,ProductPage,addtocart,530.6
1020,18,48,2024-01-30,HOMEPAGE,Click,384.4
1021,467,43,2023-06-28,PRODUCTPAGE,AddToCart,319.4
1022,140,5,2024-02-12,Checkout,Drop-off,
1023,249,31,2023-12-12,Purchase,Purchase,212.4
1024,73,19,2024-06-19,PRODUCTPAGE,Drop-off,
1025,59,32,2024-09-01,ProductPage,View,503.2
1026,318,21,2024-05-19,CHECKOUT,PURCHASE,175.4
1027,425,1,2024-01-15,Homepage,View,391.7
1028,426,7,2024-02-12,Purchase,PURCHASE,544.0
1029,493,30,2024-03-27,Homepage,View,91.0
1030,120,49,2024-06-03,homepage,CLICK,246.4
1031,268,47,2023-06-12,ProductPage,view,505.1
1032,281,21,2023-01-03,ProductPage,AddToCart,436.0
1033,400,31,2023-05-18,purchase,Purchase,512.8
1034,225,1,2023-07-11,ProductPage,Click,403.4
1035,234,20,2023-11-06,ProductPage,View,70.8
1036,219,40,2024-01-30,purchase,Purchase,156.8
1037,53,10,2024-04-17,Homepage,CLICK,120.3
1038,340,4,2023-04-23,Homepage,Drop-off,
1039,417,21,2023-01-15,checkout,Drop-off,
1040,151,14,2024-09-25,PURCHASE,purchase,588.9
1041,316,2,2023-06-14,Homepage,CLICK,487.6
1042,352,15,2023-08-04,Homepage,Click,123.7
1043,324,37,2024-02-06,Checkout,Drop-off,
1044,452,21,2024-12-31,Purchase,Purchase,281.4
1045,273,45,2023-05-08,Purchase,Purchase,500.5
1046,134,45,2024-11-06,Homepage,Click,516.3
1047,335,16,2024-06-23,Checkout,Purchase,214.5
