journeyid,customerid,productid,visitdate,stage,action,duration
877,67,45,2023-11-28,Checkout,Drop-off,
368,68,1,2023-01-01,Purchase,Purchase,34.5
2345,68,6,2024-12-16,Purchase,Purchase,390.2
2368,68,9,2024-03-25,Purchase,Purchase,420.3
2704,68,27,2023-07-04,ProductPage,Click,11.6
2438,68,42,2023-06-25,ProductPage,AddToCart,373.9
2939,69,2,2023-08-29,Purchase,Purchase,335.5
1201,69,14,2024-08-02,Purchase,Purchase,522.5
1357,69,18,2023-02-22,ProductPage,Drop-off,
928,69,19,2024-01-11,Checkout,Drop-off,
3816,69,24,2024-02-11,Homepage,Click,166.5
546,69,27,2024-09-18,Checkout,Purchase,496.1
3698,69,32,2023-01-05,Homepage,Click,555.4
613,69,49,2023-03-28,Checkout,Purchase,284.5
1365,70,3,2023-09-12,ProductPage,Click,132.7
2463,70,8,2024-05-05,ProductPage,AddToCart,116.4
1188,70,15,2024-11-22,ProductPage,Click,13.8
2427,70,38,2024-09-11,Checkout,Drop-off,
3559,70,50,2024-06-20,Homepage,View,44.0
271,71,15,2023-03-27,ProductPage,View,215.6
3621,71,18,2023-03-04,ProductPage,View,145.9
3708,71,23,2023-10-18,ProductPage,Drop-off,
755,71,24,2023-10-25,Checkout,Purchase,184.5
3373,71,32,2023-07-12,Homepage,View,395.9
602,71,33,2023-11-24,Checkout,Purchase,311.0
2843,71,37,2024-06-10,Purchase,Purchase,182.3
1483,72,8,2024-12-12,Purchase,Purchase,341.0
1618,72,9,2023-01-28,Checkout,AddToCart,114.3
1320,72,12,2023-04-26,Purchase,Purchase,24.8
3807,72,13,2023-06-07,Purchase,Purchase,461.6
3760,72,22,2023-01-09,Checkout,Drop-off,
433,72,23,2024-03-20,Homepage,View,121.8
3592,72,31,2024-07-30,Purchase,Purchase,292.6
1270,72,33,2024-04-22,ProductPage,Drop-off,
3313,72,36,2024-12-19,Checkout,AddToCart,51.0
2527,72,39,2023-11-09,Homepage,View,502.4
3177,72,44,2023-07-24,Checkout,AddToCart,60.5
528,73,1,2024-11-13,Purchase,Purchase,584.9
829,73,8,2023-03-23,Checkout,Drop-off,
2263,73,9,2023-07-29,Purchase,Purchase,295.0
1643,73,12,2023-05-03,Homepage,Drop-off,
3970,73,16,2024-12-06,ProductPage,Click,38.9
1024,73,19,2024-06-19,ProductPage,Drop-off,
669,73,20,2023-08-09,ProductPage,AddToCart,85.8
2379,73,30,2024-10-23,Purchase,Purchase,116.1
699,73,44,2023-08-16,Homepage,View,470.2
1915,73,48,2023-12-31,Homepage,View,282.3
2126,74,10,2024-08-26,Purchase,Purchase,534.5
1857,74,17,2024-03-23,Checkout,Drop-off,
1089,74,24,2023-03-02,Purchase,Purchase,203.1
3393,74,25,2024-08-04,Checkout,AddToCart,427.4
3023,74,32,2023-04-28,Purchase,Purchase,43.6
2477,74,32,2024-12-07,ProductPage,Click,434.4
424,74,36,2023-06-01,ProductPage,View,173.9
1509,74,38,2024-02-27,ProductPage,Click,80.2
382,74,42,2023-01-08,Checkout,Drop-off,
2670,75,2,2024-06-25,ProductPage,AddToCart,428.0
1427,75,17,2023-05-08,Homepage,Click,421.2
3368,75,31,2024-09-06,Purchase,Purchase,228.8
3784,75,35,2024-01-11,Checkout,Purchase,452.4
806,75,38,2023-04-07,Homepage,Click,175.7
833,76,2,2023-11-18,ProductPage,AddToCart,291.7
720,76,8,2023-12-24,Homepage,View,452.5
2679,76,22,2024-09-25,Checkout,Purchase,578.6
626,76,24,2024-04-04,ProductPage,Click,559.3
1283,76,30,2023-09-13,Homepage,Drop-off,
1818,76,38,2023-02-01,Homepage,Drop-off,
3052,77,10,2023-04-26,Purchase,Purchase,414.2
2970,77,18,2023-12-12,ProductPage,View,573.6
1276,77,40,2024-08-11,Purchase,Purchase,100.8
2659,77,41,2024-02-16,Purchase,Purchase,534.0
1284,77,43,2024-12-04,Checkout,Drop-off,
3426,77,48,2024-01-29,Purchase,Purchase,131.0
2752,78,2,2023-02-20,Checkout,Drop-off,
2408,78,3,2023-11-26,Purchase,Purchase,133.4
3311,78,11,2024-03-01,Homepage,Click,335.9
1794,78,41,2024-07-10,Purchase,Purchase,328.7
1983,79,2,2024-11-09,Purchase,Purchase,12.7
1366,79,4,2023-11-18,Purchase,Purchase,394.8
812,79,17,2023-11-04,Purchase,Purchase,179.7
2059,79,19,2024-05-02,Checkout,AddToCart,431.6
1704,79,19,2024-06-01,Homepage,View,435.5
280,79,20,2024-02-22,ProductPage,View,430.8
3128,79,22,2024-08-04,Purchase,Purchase,240.5
1980,79,32,2024-02-27,Purchase,Purchase,386.2
176,79,37,2024-08-03,Checkout,Drop-off,
2854,79,37,2024-11-24,Checkout,Purchase,107.5
1303,79,42,2024-01-08,Checkout,Drop-off,
2000,80,4,2024-10-19,Homepage,Click,243.9
2322,80,9,2024-02-17,Homepage,View,39.3
866,80,12,2023-10-15,ProductPage,View,449.6
672,80,13,2023-01-05,Homepage,Drop-off,
3173,80,15,2024-04-14,Checkout,Purchase,346.2
553,80,20,2024-01-17,ProductPage,Click,149.5
177,80,39,2024-01-19,ProductPage,Drop-off,
3647,80,40,2024-08-21,ProductPage,AddToCart,461.3
1985,80,43,2023-10-08,Homepage,Click,154.8
2935,80,43,2024-11-15,Homepage,View,454.8
2215,80,46,2024-05-14,ProductPage,Drop-off,
2285,80,49,2023-03-29,Homepage,Click,97.1
2422,81,7,2024-12-06,Checkout,Drop-off,
2095,81,20,2024-08-04,Checkout,Drop-off,
2104,81,39,2024-12-15,Checkout,AddToCart,268.0
2082,81,43,2024-01-29,Purchase,Purchase,419.4
1996,81,44,2023-11-08,Homepage,View,429.6
1317,82,6,2024-07-12,ProductPage,AddToCart,299.8
780,82,21,2023-11-24,Purchase,Purchase,425.4
3324,82,32,2024-11-12,Homepage,View,426.6
3625,82,38,2024-06-27,ProductPage,View,506.9
760,83,3,2023-06-04,Purchase,Purchase,248.5
911,83,5,2023-10-14,Checkout,Purchase,281.8
1014,83,10,2024-11-29,Purchase,Purchase,572.2
2350,83,11,2023-01-19,Homepage,View,109.4
2791,83,12,2023-05-02,ProductPage,View,276.6
3351,83,35,2023-12-11,ProductPage,Click,199.8
1925,83,38,2023-09-19,Homepage,View,100.7
974,83,41,2024-09-12,Homepage,View,281.9
863,84,7,2024-12-22,Homepage,Click,543.7
3139,84,25,2024-04-23,ProductPage,View,571.1
3543,84,26,2023-05-23,Purchase,Purchase,336.2
2242,84,27,2023-06-07,Checkout,Drop-off,
891,84,38,2023-03-01,ProductPage,Click,106.4
1403,84,46,2023-08-29,Homepage,Click,253.5
3860,85,3,2023-07-23,Homepage,View,101.0
2929,85,4,2023-07-28,Checkout,Purchase,144.5
2394,85,4,2023-08-31,Homepage,View,210.0
2705,85,9,2023-05-16,Homepage,Click,22.1
730,85,44,2024-05-20,Homepage,View,373.9
1781,86,3,2023-09-26,Homepage,Click,537.7
2034,86,13,2024-09-27,Purchase,Purchase,49.5
1661,86,21,2024-10-30,Checkout,Drop-off,
3448,86,22,2024-04-01,Homepage,View,42.9
1353,86,30,2023-07-14,ProductPage,Drop-off,
1728,86,36,2023-03-12,Purchase,Purchase,190.8
3011,86,36,2024-06-25,Purchase,Purchase,91.2
644,86,41,2023-12-12,Purchase,Purchase,510.9
3509,86,47,2023-06-21,Homepage,Click,341.6
3600,87,13,2024-05-28,Homepage,View,92.6
2362,87,14,2024-05-16,ProductPage,View,318.8
2338,87,44,2023-02-06,Checkout,Purchase,598.1
1654,88,2,2024-07-27,Purchase,Purchase,215.1
1234,88,4,2023-08-24,Purchase,Purchase,462.5
3658,88,5,2023-11-15,Checkout,Drop-off,
942,88,6,2023-09-30,Checkout,Drop-off,
1808,88,15,2023-02-16,ProductPage,View,173.9
2351,88,21,2024-02-03,ProductPage,Click,323.7
3162,88,24,2023-02-05,ProductPage,AddToCart,461.0
1316,88,37,2024-07-13,Checkout,Drop-off,
2436,88,38,2024-08-30,Purchase,Purchase,146.3
105,88,39,2023-02-17,ProductPage,View,496.9
2998,88,42,2023-10-29,Purchase,Purchase,468.1
931,89,10,2024-08-13,ProductPage,AddToCart,442.4
311,89,11,2023-12-23,ProductPage,View,154.4
3151,89,13,2024-06-12,Purchase,Purchase,395.2
185,89,15,2023-10-14,Homepage,View,517.9
1140,89,18,2024-02-17,ProductPage,AddToCart,243.5
3388,89,26,2023-11-22,ProductPage,Click,307.5
1822,89,27,2023-04-13,Homepage,Click,190.2
481,89,31,2023-05-23,ProductPage,Click,256.2
3203,89,33,2024-10-08,ProductPage,Drop-off,
3975,89,40,2023-10-31,ProductPage,View,162.9
2837,89,46,2024-07-10,Homepage,Click,128.1
3271,89,49,2023-08-09,Checkout,Drop-off,
3527,89,49,2024-01-21,Checkout,Drop-off,
1131,90,17,2023-11-06,Checkout,AddToCart,560.4
2675,90,20,2023-04-03,Purchase,Purchase,50.7
99,90,42,2024-09-13,Homepage,Drop-off,
1322,90,46,2024-12-10,ProductPage,View,349.0
1334,90,49,2023-11-27,Purchase,Purchase,580.6
700,91,9,2023-03-26,Purchase,Purchase,271.6
2310,91,12,2023-12-25,Purchase,Purchase,584.2
819,91,16,2024-08-29,Checkout,Drop-off,
3465,91,17,2023-04-14,Homepage,Drop-off,
3007,91,21,2023-03-02,Homepage,View,75.4
3568,91,28,2024-06-01,Purchase,Purchase,393.8
1344,91,33,2023-06-02,Purchase,Purchase,327.2
3599,91,33,2023-06-16,Checkout,Drop-off,
2803,91,34,2023-03-26,Purchase,Purchase,492.0
2544,91,39,2023-09-12,Checkout,Purchase,170.4
1171,91,41,2023-12-02,Checkout,Drop-off,
2365,92,3,2023-07-26,Homepage,Click,503.4
3628,92,3,2024-03-04,Checkout,Drop-off,
194,92,11,2024-11-19,Checkout,Drop-off,
2470,92,17,2024-07-25,Homepage,Click,238.9
2648,92,24,2023-12-25,Homepage,View,131.8
573,92,25,2024-09-11,Checkout,AddToCart,55.1
3244,92,29,2024-04-18,Homepage,Click,293.3
2488,92,30,2024-10-28,Checkout,Drop-off,
2079,92,32,2024-12-05,ProductPage,View,582.7
304,92,40,2024-03-18,Purchase,Purchase,422.1
2149,92,43,2024-08-03,Homepage,View,597.0
1187,92,47,2023-12-29,Purchase,Purchase,534.2
612,92,47,2024-02-11,Purchase,Purchase,122.3
3722,93,11,2023-08-21,ProductPage,Click,340.9
2922,93,13,2024-01-25,Homepage,View,404.1
3608,93,25,2024-05-10,Purchase,Purchase,201.9
1508,93,38,2024-11-15,Checkout,AddToCart,516.9
1555,93,40,2023-02-16,Checkout,Drop-off,
2173,93,40,2023-08-27,Checkout,Drop-off,
293,93,43,2024-08-03,Homepage,Drop-off,
603,94,2,2024-08-12,Homepage,View,373.9
1772,94,15,2023-12-11,ProductPage,View,262.6
214,94,17,2023-01-14,Purchase,Purchase,533.0
3932,94,23,2024-11-01,Checkout,Purchase,268.5
2859,94,28,2023-02-08,Purchase,Purchase,489.1
2040,94,29,2023-11-18,Checkout,Drop-off,
2701,94,35,2023-10-03,Homepage,Drop-off,
758,94,35,2023-12-02,ProductPage,Drop-off,
168,94,39,2023-11-22,ProductPage,AddToCart,205.4
2901,95,11,2024-02-25,ProductPage,View,277.7
3632,95,24,2023-05-28,Homepage,Click,136.7
2722,95,41,2024-03-30,ProductPage,View,349.7
318,95,43,2023-12-26,Homepage,View,569.8
3928,95,45,2024-09-24,Homepage,Click,102.6
3354,95,50,2024-03-04,Checkout,Drop-off,
3707,96,2,2024-09-22,Purchase,Purchase,578.5
2987,96,16,2023-02-14,Checkout,Purchase,470.1
1194,96,23,2023-12-22,Homepage,View,410.5
652,96,35,2023-12-12,Purchase,Purchase,239.6
3245,96,36,2023-09-27,ProductPage,View,118.5
1325,96,37,2023-01-01,Purchase,Purchase,386.2
1069,97,3,2023-11-06,ProductPage,Drop-off,
1921,97,10,2024-06-13,ProductPage,Drop-off,
3649,97,18,2024-02-24,ProductPage,View,366.7
668,97,27,2024-01-22,Purchase,Purchase,232.8
1286,97,32,2024-07-09,Checkout,AddToCart,365.0
2058,97,50,2024-09-19,ProductPage,Drop-off,
2615,98,4,2023-11-11,Checkout,AddToCart,430.2
3356,98,8,2023-01-17,ProductPage,Drop-off,
85,98,14,2024-04-03,Homepage,Drop-off,
1104,98,20,2023-07-08,Checkout,Drop-off,
2060,98,34,2024-11-30,Purchase,Purchase,177.0
516,98,36,2024-04-19,Homepage,View,119.9
853,98,40,2023-08-01,Purchase,Purchase,136.1
1091,98,48,2023-05-16,Checkout,AddToCart,92.9
2871,99,43,2024-01-18,Purchase,Purchase,142.6
2710,99,46,2024-04-01,Homepage,View,438.0
2900,100,6,2024-06-17,ProductPage,AddToCart,229.8
2748,100,21,2024-03-29,ProductPage,View,554.9
3883,100,21,2024-05-12,Purchase,Purchase,419.1
3370,100,25,2023-07-12,Homepage,View,93.5
1100,100,27,2023-06-05,Purchase,Purchase,550.5
60,100,31,2024-11-07,Checkout,Drop-off,
1615,100,37,2023-10-28,ProductPage,Click,146.2
1894,100,49,2023-07-07,Homepage,Click,34.4
2948,100,50,2023-04-22,ProductPage,View,322.9
2734,100,50,2024-10-05,ProductPage,AddToCart,200.3
828,101,10,2023-06-03,Purchase,Purchase,304.8
952,101,17,2024-04-26,ProductPage,Click,87.8
2714,101,33,2023-02-13,Purchase,Purchase,282.5
2554,101,36,2024-09-22,ProductPage,View,414.0
2050,101,38,2024-03-29,Purchase,Purchase,227.3
2967,101,41,2024-02-10,Homepage,Drop-off,
859,101,47,2024-07-13,ProductPage,View,329.5
1420,102,6,2024-02-29,Checkout,AddToCart,531.8
3822,102,9,2023-10-30,Purchase,Purchase,375.0
3283,102,11,2024-02-28,Homepage,Click,26.6
432,102,13,2023-05-17,ProductPage,AddToCart,89.3
2526,102,14,2023-07-09,Purchase,Purchase,550.9
2418,102,16,2023-11-28,Checkout,Drop-off,
3154,102,17,2023-05-28,ProductPage,AddToCart,120.4
1293,102,28,2024-05-13,ProductPage,Click,321.0
1634,102,30,2023-04-07,ProductPage,Click,200.6
1940,102,31,2024-11-12,Checkout,AddToCart,412.2
3833,102,32,2023-08-10,ProductPage,Click,530.6
1529,102,32,2023-12-13,ProductPage,View,72.6
186,102,34,2024-12-22,Checkout,Drop-off,
2969,102,42,2024-03-30,ProductPage,View,82.3
620,103,1,2024-12-02,Purchase,Purchase,568.5
907,103,6,2023-02-22,Purchase,Purchase,383.7
1786,103,13,2023-10-21,Checkout,Drop-off,
2201,103,21,2024-03-29,Checkout,AddToCart,137.8
1832,103,26,2023-12-03,Homepage,View,424.4
3538,103,47,2024-01-18,Homepage,Drop-off,
3120,103,49,2024-08-06,Checkout,Drop-off,
2572,104,3,2024-03-30,Homepage,View,348.5
1095,104,5,2024-08-29,ProductPage,View,342.6
402,104,7,2023-09-28,Purchase,Purchase,141.1
945,104,37,2023-09-07,Purchase,Purchase,283.0
630,104,49,2024-09-14,Checkout,Purchase,80.3
222,105,3,2023-12-08,ProductPage,Click,83.6
544,105,9,2023-12-09,ProductPage,Click,453.8
2320,105,19,2023-07-07,ProductPage,Drop-off,
1371,105,20,2024-02-18,Checkout,Drop-off,
3179,105,20,2024-09-23,ProductPage,Click,266.7
206,105,21,2024-08-07,Checkout,Drop-off,
38,105,27,2023-04-24,Checkout,AddToCart,18.1
878,105,30,2024-02-27,Homepage,View,433.9
2237,105,41,2024-10-10,Purchase,Purchase,69.2
3332,105,42,2023-02-08,ProductPage,Drop-off,
2062,106,7,2024-08-24,ProductPage,Click,333.2
3508,106,12,2023-03-04,Homepage,Click,408.9
2137,106,13,2024-02-25,Homepage,View,177.0
3552,106,29,2023-05-28,ProductPage,AddToCart,201.8
456,106,36,2024-06-04,ProductPage,View,328.5
1569,106,44,2023-04-13,Purchase,Purchase,114.9
3050,106,44,2023-11-21,Checkout,Drop-off,
3121,106,48,2024-06-15,ProductPage,View,28.6
3170,107,15,2023-09-07,Purchase,Purchase,471.0
3966,107,15,2024-08-19,Purchase,Purchase,353.1
1215,107,16,2023-06-24,Purchase,Purchase,374.3
3437,107,18,2023-10-23,Checkout,Drop-off,
3572,107,20,2023-10-26,Purchase,Purchase,239.4
711,107,24,2024-01-08,Checkout,Drop-off,
2437,107,31,2023-05-14,Purchase,Purchase,467.3
485,107,33,2023-02-15,Purchase,Purchase,408.6
231,107,36,2024-08-17,Purchase,Purchase,461.9
802,107,45,2023-02-18,Homepage,View,86.1
3815,108,17,2023-04-10,Checkout,Drop-off,
3071,108,21,2023-07-22,Homepage,Click,406.1
1852,108,23,2023-09-05,Homepage,Click,585.5
1466,108,23,2024-12-24,Purchase,Purchase,99.3
3138,108,28,2023-09-15,Checkout,Drop-off,
1053,108,29,2024-04-05,Homepage,View,566.6
3532,108,30,2024-09-05,Checkout,AddToCart,11.2
3257,108,37,2023-12-20,Homepage,Click,108.9
2484,108,45,2024-03-20,Checkout,Drop-off,
655,108,47,2024-08-07,Homepage,View,469.7
3689,109,5,2023-06-07,Purchase,Purchase,489.4
869,109,10,2023-12-07,Checkout,Drop-off,
3742,109,18,2024-11-15,Homepage,Click,368.4
3859,109,42,2024-11-14,Purchase,Purchase,326.6
2127,110,8,2024-08-23,ProductPage,Click,490.8
1842,110,15,2024-10-24,ProductPage,AddToCart,21.8
3339,110,20,2023-03-09,Checkout,Drop-off,
1908,110,44,2023-06-08,ProductPage,AddToCart,469.7
1393,111,6,2024-09-21,ProductPage,View,55.9
3450,111,12,2024-05-15,Homepage,View,256.4
2461,111,20,2023-01-13,ProductPage,AddToCart,215.4
2753,111,40,2024-04-26,ProductPage,Drop-off,
2428,112,5,2023-09-25,Checkout,Drop-off,
1542,112,9,2023-08-28,Homepage,Drop-off,
1982,112,27,2023-03-27,Homepage,Click,551.9
1861,112,41,2023-01-31,ProductPage,Click,326.5
1225,112,43,2023-07-18,Checkout,Purchase,518.5
3409,112,44,2024-04-16,Purchase,Purchase,25.9
3878,112,44,2024-11-02,Checkout,Drop-off,
3512,112,47,2023-03-21,Checkout,Drop-off,
3869,112,50,2023-12-30,Homepage,View,502.2
1699,113,8,2023-10-22,Purchase,Purchase,400.8
3391,113,15,2023-11-12,Checkout,Drop-off,
1807,113,17,2023-06-28,Checkout,Drop-off,
327,113,18,2024-09-20,Homepage,View,583.5
112,113,31,2023-05-31,ProductPage,Click,172.2
3478,113,38,2024-10-22,ProductPage,Drop-off,
3193,113,47,2023-10-14,ProductPage,View,522.1
428,113,47,2023-10-18,Checkout,AddToCart,563.7
737,113,50,2024-01-30,ProductPage,Click,401.7
3831,114,1,2024-07-23,ProductPage,Drop-off,
3849,114,20,2024-12-27,Checkout,Drop-off,
542,114,29,2024-04-18,Purchase,Purchase,412.4
3095,114,37,2023-06-20,ProductPage,AddToCart,370.3
3462,114,42,2024-05-07,Checkout,Drop-off,
173,114,43,2024-09-27,Purchase,Purchase,151.3
2882,114,47,2023-03-18,Checkout,AddToCart,444.0
3774,114,47,2023-08-28,ProductPage,Click,499.3
775,114,48,2023-08-08,ProductPage,Click,356.6
962,114,49,2024-08-13,ProductPage,View,329.1
567,115,2,2023-01-24,ProductPage,Drop-off,
3871,115,2,2024-01-30,ProductPage,AddToCart,389.1
2056,115,17,2024-09-14,Checkout,Drop-off,
3046,115,21,2023-06-11,Checkout,Drop-off,
1770,115,22,2024-01-22,Checkout,AddToCart,516.8
3544,115,27,2024-11-10,Homepage,View,221.1
3291,115,30,2023-10-03,Homepage,Click,48.1
251,116,3,2023-10-14,Homepage,Drop-off,
804,116,12,2024-03-10,Homepage,Click,306.0
1513,116,17,2024-02-21,Homepage,Click,242.8
803,116,25,2023-05-21,Purchase,Purchase,416.0
1731,116,29,2024-10-25,ProductPage,View,515.9
2677,116,38,2024-04-05,ProductPage,Click,99.1
3061,116,45,2023-02-23,ProductPage,Drop-off,
2153,116,46,2024-09-15,ProductPage,View,582.8
63,116,49,2023-06-05,Purchase,Purchase,575.8
998,117,5,2023-05-23,Purchase,Purchase,415.1
237,117,15,2023-05-15,ProductPage,AddToCart,226.3
3614,117,30,2024-01-06,Checkout,AddToCart,366.1
3405,117,45,2023-03-22,Checkout,Drop-off,
935,117,45,2024-09-22,ProductPage,Drop-off,
3322,117,49,2023-06-29,Checkout,Purchase,399.3
719,118,3,2023-08-16,Purchase,Purchase,38.2
761,118,7,2024-04-05,Purchase,Purchase,298.5
934,118,22,2023-03-23,Homepage,Drop-off,
3648,118,27,2023-11-16,ProductPage,Click,40.8
356,118,36,2023-11-09,Homepage,Click,399.4
3118,118,37,2024-04-29,Checkout,Purchase,290.9
2519,118,43,2023-08-02,ProductPage,Click,562.4
1197,119,1,2023-05-22,Purchase,Purchase,19.7
24,119,5,2023-09-28,Checkout,Purchase,477.0
2196,119,14,2024-11-28,ProductPage,AddToCart,314.6
1186,119,15,2023-12-11,Purchase,Purchase,389.9
500,119,15,2024-11-12,Checkout,Drop-off,
2272,119,23,2024-10-13,ProductPage,View,413.4
3412,119,25,2024-09-06,Purchase,Purchase,342.4
922,120,3,2024-01-19,ProductPage,Drop-off,
3385,120,15,2024-07-04,Purchase,Purchase,502.5
2221,120,21,2023-10-02,Homepage,Click,403.4
1691,120,21,2024-10-11,Purchase,Purchase,350.6
3715,120,28,2023-09-08,Purchase,Purchase,391.0
3298,120,32,2024-01-07,Homepage,View,133.4
745,120,36,2023-03-09,Purchase,Purchase,138.3
3210,120,37,2024-06-04,Purchase,Purchase,412.0
1720,120,39,2024-05-11,Purchase,Purchase,215.5
697,120,45,2023-08-26,Homepage,Click,259.5
1030,120,49,2024-06-03,Homepage,Click,246.4
3424,121,2,2023-07-20,Homepage,View,115.5
2924,121,32,2023-03-16,Homepage,View,446.2
2853,121,32,2023-07-05,Homepage,View,561.0
2061,121,47,2024-03-31,Checkout,Purchase,145.7
992,121,48,2023-04-14,ProductPage,Drop-off,
2024,122,29,2024-02-02,Homepage,Drop-off,
3579,122,42,2023-02-18,Checkout,AddToCart,171.2
3940,123,9,2023-10-16,Purchase,Purchase,225.7
3394,123,14,2023-08-10,ProductPage,Drop-off,
854,123,36,2023-03-23,Homepage,Drop-off,
3504,124,2,2023-08-29,Checkout,Drop-off,
2490,124,4,2024-06-04,Homepage,View,327.2
585,124,14,2023-07-14,ProductPage,AddToCart,473.8
792,124,30,2024-08-20,Checkout,Drop-off,
3866,125,4,2024-07-10,Checkout,Drop-off,
2423,125,8,2024-06-11,ProductPage,Click,209.7
561,125,11,2024-09-30,Purchase,Purchase,467.2
2319,125,14,2023-06-24,Homepage,View,558.1
1416,125,24,2023-09-22,Purchase,Purchase,514.0
3240,125,24,2024-12-03,Checkout,AddToCart,45.0
1070,125,26,2024-12-19,Checkout,Drop-off,
1610,126,1,2023-11-30,ProductPage,AddToCart,307.7
219,126,10,2024-06-26,Purchase,Purchase,263.0
1550,126,10,2024-12-02,Checkout,AddToCart,334.4
722,126,14,2023-01-28,Purchase,Purchase,134.5
2507,126,34,2024-07-04,Purchase,Purchase,238.6
1363,126,45,2023-06-16,ProductPage,AddToCart,201.4
181,126,47,2023-03-15,Checkout,Drop-off,
2053,126,47,2024-01-23,Checkout,Drop-off,
3176,127,2,2023-05-02,Purchase,Purchase,571.1
708,127,3,2023-10-06,Homepage,Drop-off,
1222,127,4,2024-10-06,Checkout,Drop-off,
3378,127,7,2023-12-02,ProductPage,AddToCart,363.7
2719,127,14,2023-11-25,Purchase,Purchase,313.7
1231,127,20,2023-12-05,Checkout,Drop-off,
2399,127,26,2023-06-17,Purchase,Purchase,25.7
2619,127,31,2023-04-23,Homepage,Drop-off,
1179,127,35,2024-12-10,Checkout,Purchase,19.8
3843,127,40,2023-12-21,Checkout,Drop-off,
2323,128,12,2023-03-28,Homepage,View,536.7
664,128,13,2023-06-18,Checkout,Purchase,293.2
1146,128,15,2024-07-24,Purchase,Purchase,515.7
514,128,18,2024-02-12,Checkout,Drop-off,
1331,128,19,2023-04-06,Purchase,Purchase,54.9
153,128,41,2024-02-12,ProductPage,AddToCart,479.6
2332,128,44,2024-09-15,Purchase,Purchase,591.9
3596,129,9,2023-06-07,Homepage,Click,380.7
1263,129,12,2023-08-06,Checkout,Drop-off,
3205,129,12,2023-12-25,Purchase,Purchase,240.9
2840,129,12,2024-10-23,Homepage,View,155.0
2010,129,12,2024-11-06,Checkout,Purchase,316.8
3309,129,13,2023-10-01,Purchase,Purchase,479.8
2487,129,18,2023-05-31,Homepage,Drop-off,
1011,129,32,2023-04-03,ProductPage,Click,501.1
182,129,35,2023-07-30,Purchase,Purchase,539.6
1497,129,43,2023-05-16,Purchase,Purchase,437.3
2993,129,49,2024-02-21,Checkout,Purchase,313.4
1670,130,3,2023-01-21,Checkout,Drop-off,
478,130,25,2023-09-06,Purchase,Purchase,177.3
2171,130,31,2024-12-19,ProductPage,View,258.3
2302,130,37,2024-05-25,Homepage,View,517.8
1649,130,39,2023-10-20,Purchase,Purchase,24.2
139,130,45,2023-11-06,Purchase,Purchase,454.0
813,130,50,2024-07-10,ProductPage,View,276.3
406,131,7,2023-08-17,Checkout,Purchase,192.3
1218,131,20,2023-04-03,ProductPage,View,268.9
249,131,21,2023-03-13,Checkout,Drop-off,
3131,131,29,2024-08-06,Homepage,View,228.1
3691,131,33,2023-04-25,Purchase,Purchase,257.8
3923,131,34,2023-06-26,Homepage,Click,368.7
2542,131,45,2024-04-29,Purchase,Purchase,259.4
1075,132,6,2023-04-28,Homepage,Click,463.3
3454,132,18,2024-04-28,Homepage,Click,477.9
800,132,35,2024-08-11,Checkout,Drop-off,
2077,132,40,2024-03-15,Purchase,Purchase,59.2
3186,133,7,2024-05-17,ProductPage,Drop-off,
902,133,7,2024-07-12,Homepage,View,347.2
1292,133,12,2023-02-25,Homepage,Drop-off,
1703,133,17,2023-12-07,ProductPage,Drop-off,
704,133,24,2024-02-06,ProductPage,AddToCart,530.6
2801,133,24,2024-06-04,Purchase,Purchase,583.7
776,133,25,2023-06-06,Checkout,Purchase,323.3
3977,133,25,2023-07-13,Checkout,AddToCart,193.9
2940,133,33,2023-12-04,Checkout,Drop-off,
2037,133,37,2023-10-09,Homepage,Click,140.4
1866,134,15,2023-01-08,ProductPage,Click,537.4
3730,134,23,2024-11-24,ProductPage,View,486.0
1488,134,35,2023-12-18,Homepage,Drop-off,
3074,134,35,2024-07-06,Purchase,Purchase,241.6
1798,134,38,2024-10-23,Purchase,Purchase,125.2
3545,134,41,2023-09-22,ProductPage,Click,156.9
1046,134,45,2024-11-06,Homepage,Click,516.3
229,135,6,2023-11-02,Homepage,View,552.4
1507,135,10,2023-12-15,Checkout,Purchase,574.1
2858,135,12,2023-04-06,Homepage,Click,240.6
1223,135,16,2024-09-24,Purchase,Purchase,413.7
1696,135,29,2024-02-13,Checkout,AddToCart,59.2
3903,135,34,2023-05-08,Purchase,Purchase,285.1
3644,135,36,2024-06-08,Purchase,Purchase,518.1
2562,135,45,2023-09-11,Purchase,Purchase,487.9
3694,135,50,2023-06-14,ProductPage,Click,447.0
2110,136,10,2023-01-24,Purchase,Purchase,191.8
3918,136,22,2023-04-30,Homepage,View,35.5
1060,136,30,2023-02-21,Homepage,Drop-off,
2885,136,47,2024-01-10,ProductPage,View,592.6
3348,137,2,2023-01-18,Checkout,AddToCart,567.5
916,137,19,2024-05-21,Purchase,Purchase,364.0
1724,137,30,2024-09-05,Checkout,AddToCart,140.4
3882,137,46,2024-06-16,Checkout,Drop-off,
2101,138,9,2023-03-16,ProductPage,Click,397.5
2834,138,9,2023-04-09,Purchase,Purchase,344.3
2398,138,23,2024-03-14,Checkout,Drop-off,
3085,138,31,2023-08-24,Checkout,Drop-off,
713,138,32,2023-07-30,ProductPage,AddToCart,361.8
190,138,33,2023-08-09,Purchase,Purchase,164.3
2828,138,33,2023-08-22,Checkout,Purchase,110.4
